State,Population Value,Gender,Year,18-20,65-74,75-84,55-59,60-64,,20-24,25-34,45-54,35-44
 Maine,14,,2016,0,0,0,0,0,0,0,0,1,0
 Maryland,14,,2016,0,0,0,0,0,0,0,0,1,0
 Massachusetts,14,,2016,0,0,0,0,0,0,0,0,1,0
 Michigan,13,,2016,0,0,0,0,0,0,0,0,1,0
 Minnesota,13,,2016,0,0,0,0,0,0,0,0,1,0
 Mississippi,12,,2016,0,0,0,0,0,0,0,0,1,0
 Missouri,13,,2016,0,0,0,0,0,0,0,0,1,0
 Montana,12,,2016,0,0,0,0,0,0,0,0,1,0
 Nebraska,11,,2016,0,0,0,0,0,0,0,0,1,0
 Nevada,13,,2016,0,0,0,0,0,0,0,0,1,0
 New Hampshire,15,,2016,0,0,0,0,0,0,0,0,1,0
 New Jersey,14,,2016,0,0,0,0,0,0,0,0,1,0
 New Mexico,12,,2016,0,0,0,0,0,0,0,0,1,0
 New York,13,,2016,0,0,0,0,0,0,0,0,1,0
 Iowa,12,,2016,0,0,0,0,0,0,0,0,1,0
 North Dakota,11,,2016,0,0,0,0,0,0,0,0,1,0
 Indiana,13,,2016,0,0,0,0,0,0,0,0,1,0
 Idaho,11,,2016,0,0,0,0,0,0,0,0,1,0
 Virginia,12,,2016,0,0,0,0,0,0,0,0,0,1
 Washington,12,,2016,0,0,0,0,0,0,0,0,0,1
 West Virginia,12,,2016,0,0,0,0,0,0,0,0,0,1
 Wisconsin,11,,2016,0,0,0,0,0,0,0,0,0,1
 Wyoming,12,,2016,0,0,0,0,0,0,0,0,0,1
 Alabama,13,,2016,0,0,0,0,0,0,0,0,1,0
 Alaska,12,,2016,0,0,0,0,0,0,0,0,1,0
 Arizona,12,,2016,0,0,0,0,0,0,0,0,1,0
 Arkansas,12,,2016,0,0,0,0,0,0,0,0,1,0
 California,13,,2016,0,0,0,0,0,0,0,0,1,0
 Colorado,13,,2016,0,0,0,0,0,0,0,0,1,0
 Connecticut,14,,2016,0,0,0,0,0,0,0,0,1,0
 Delaware,13,,2016,0,0,0,0,0,0,0,0,1,0
 District of Columbia,11,,2016,0,0,0,0,0,0,0,0,1,0
 Florida,13,,2016,0,0,0,0,0,0,0,0,1,0
 Georgia,13,,2016,0,0,0,0,0,0,0,0,1,0
 Hawaii,12,,2016,0,0,0,0,0,0,0,0,1,0
 Illinois,13,,2016,0,0,0,0,0,0,0,0,1,0
 Ohio,13,,2016,0,0,0,0,0,0,0,0,1,0
 Oklahoma,12,,2016,0,0,0,0,0,0,0,0,1,0
 Oregon,12,,2016,0,0,0,0,0,0,0,0,1,0
 District of Columbia,5,,2016,0,0,0,1,0,0,0,0,0,0
 Florida,6,,2016,0,0,0,1,0,0,0,0,0,0
 Georgia,6,,2016,0,0,0,1,0,0,0,0,0,0
 Hawaii,6,,2016,0,0,0,1,0,0,0,0,0,0
 Idaho,6,,2016,0,0,0,1,0,0,0,0,0,0
 Illinois,6,,2016,0,0,0,1,0,0,0,0,0,0
 Indiana,6,,2016,0,0,0,1,0,0,0,0,0,0
 Iowa,6,,2016,0,0,0,1,0,0,0,0,0,0
 Kansas,6,,2016,0,0,0,1,0,0,0,0,0,0
 Kentucky,6,,2016,0,0,0,1,0,0,0,0,0,0
 Louisiana,6,,2016,0,0,0,1,0,0,0,0,0,0
 Maine,8,,2016,0,0,0,1,0,0,0,0,0,0
 Maryland,7,,2016,0,0,0,1,0,0,0,0,0,0
 Massachusetts,7,,2016,0,0,0,1,0,0,0,0,0,0
 Michigan,7,,2016,0,0,0,1,0,0,0,0,0,0
 Minnesota,7,,2016,0,0,0,1,0,0,0,0,0,0
 Idaho,13,,2016,0,0,0,0,0,0,0,1,0,0
 Delaware,7,,2016,0,0,0,1,0,0,0,0,0,0
 Connecticut,7,,2016,0,0,0,1,0,0,0,0,0,0
 Colorado,6,,2016,0,0,0,1,0,0,0,0,0,0
 California,6,,2016,0,0,0,1,0,0,0,0,0,0
 Pennsylvania,13,,2016,0,0,0,0,0,0,0,0,1,0
 Puerto Rico,12,,2016,0,0,0,0,0,0,0,0,1,0
 Rhode Island,13,,2016,0,0,0,0,0,0,0,0,1,0
 South Carolina,12,,2016,0,0,0,0,0,0,0,0,1,0
 South Dakota,11,,2016,0,0,0,0,0,0,0,0,1,0
 Tennessee,13,,2016,0,0,0,0,0,0,0,0,1,0
 Texas,12,,2016,0,0,0,0,0,0,0,0,1,0
 Utah,10,,2016,0,0,0,0,0,0,0,0,1,0
 Vermont,11,,2016,0,0,0,0,0,0,0,0,0,1
 Vermont,13,,2016,0,0,0,0,0,0,0,0,1,0
 Washington,13,,2016,0,0,0,0,0,0,0,0,1,0
 West Virginia,13,,2016,0,0,0,0,0,0,0,0,1,0
 Wisconsin,13,,2016,0,0,0,0,0,0,0,0,1,0
 Wyoming,11,,2016,0,0,0,0,0,0,0,0,1,0
 Alabama,7,,2016,0,0,0,1,0,0,0,0,0,0
 Alaska,7,,2016,0,0,0,1,0,0,0,0,0,0
 Arizona,6,,2016,0,0,0,1,0,0,0,0,0,0
 Arkansas,6,,2016,0,0,0,1,0,0,0,0,0,0
 Virginia,13,,2016,0,0,0,0,0,0,0,0,1,0
 Utah,13,,2016,0,0,0,0,0,0,0,0,0,1
 North Carolina,13,,2016,0,0,0,0,0,0,0,0,1,0
 Tennessee,12,,2016,0,0,0,0,0,0,0,0,0,1
 Ohio,12,,2016,0,0,0,0,0,0,0,1,0,0
 Oregon,13,,2016,0,0,0,0,0,0,0,1,0,0
 Pennsylvania,13,,2016,0,0,0,0,0,0,0,1,0,0
 Puerto Rico,12,,2016,0,0,0,0,0,0,0,1,0,0
 Rhode Island,13,,2016,0,0,0,0,0,0,0,1,0,0
 South Carolina,13,,2016,0,0,0,0,0,0,0,1,0,0
 South Dakota,12,,2016,0,0,0,0,0,0,0,1,0,0
 Tennessee,13,,2016,0,0,0,0,0,0,0,1,0,0
 Texas,14,,2016,0,0,0,0,0,0,0,1,0,0
 Utah,14,,2016,0,0,0,0,0,0,0,1,0,0
 Vermont,11,,2016,0,0,0,0,0,0,0,1,0,0
 Virginia,13,,2016,0,0,0,0,0,0,0,1,0,0
 Washington,14,,2016,0,0,0,0,0,0,0,1,0,0
 West Virginia,11,,2016,0,0,0,0,0,0,0,1,0,0
 Wisconsin,12,,2016,0,0,0,0,0,0,0,1,0,0
 Wyoming,13,,2016,0,0,0,0,0,0,0,1,0,0
 Alabama,12,,2016,0,0,0,0,0,0,0,0,0,1
 North Dakota,15,,2016,0,0,0,0,0,0,0,1,0,0
 Alaska,12,,2016,0,0,0,0,0,0,0,0,0,1
 North Carolina,12,,2016,0,0,0,0,0,0,0,1,0,0
 New Mexico,13,,2016,0,0,0,0,0,0,0,1,0,0
 Texas,13,,2016,0,0,0,0,0,0,0,0,0,1
 Iowa,12,,2016,0,0,0,0,0,0,0,1,0,0
 Kansas,12,,2016,0,0,0,0,0,0,0,1,0,0
 Kentucky,12,,2016,0,0,0,0,0,0,0,1,0,0
 Louisiana,14,,2016,0,0,0,0,0,0,0,1,0,0
 Maine,11,,2016,0,0,0,0,0,0,0,1,0,0
 Maryland,13,,2016,0,0,0,0,0,0,0,1,0,0
 Massachusetts,13,,2016,0,0,0,0,0,0,0,1,0,0
 Michigan,12,,2016,0,0,0,0,0,0,0,1,0,0
 Minnesota,13,,2016,0,0,0,0,0,0,0,1,0,0
 Mississippi,12,,2016,0,0,0,0,0,0,0,1,0,0
 Missouri,13,,2016,0,0,0,0,0,0,0,1,0,0
 Montana,12,,2016,0,0,0,0,0,0,0,1,0,0
 Nebraska,13,,2016,0,0,0,0,0,0,0,1,0,0
 Nevada,14,,2016,0,0,0,0,0,0,0,1,0,0
 New Hampshire,12,,2016,0,0,0,0,0,0,0,1,0,0
 New Jersey,12,,2016,0,0,0,0,0,0,0,1,0,0
 New York,14,,2016,0,0,0,0,0,0,0,1,0,0
 Arizona,12,,2016,0,0,0,0,0,0,0,0,0,1
 Oklahoma,13,,2016,0,0,0,0,0,0,0,1,0,0
 California,13,,2016,0,0,0,0,0,0,0,0,0,1
 Missouri,12,,2016,0,0,0,0,0,0,0,0,0,1
 Montana,11,,2016,0,0,0,0,0,0,0,0,0,1
 Nebraska,12,,2016,0,0,0,0,0,0,0,0,0,1
 Nevada,13,,2016,0,0,0,0,0,0,0,0,0,1
 New Hampshire,11,,2016,0,0,0,0,0,0,0,0,0,1
 New Jersey,12,,2016,0,0,0,0,0,0,0,0,0,1
 New Mexico,12,,2016,0,0,0,0,0,0,0,0,0,1
 New York,12,,2016,0,0,0,0,0,0,0,0,0,1
 Mississippi,12,,2016,0,0,0,0,0,0,0,0,0,1
 North Carolina,12,,2016,0,0,0,0,0,0,0,0,0,1
 Ohio,11,,2016,0,0,0,0,0,0,0,0,0,1
 Oklahoma,12,,2016,0,0,0,0,0,0,0,0,0,1
 Oregon,12,,2016,0,0,0,0,0,0,0,0,0,1
 Pennsylvania,11,,2016,0,0,0,0,0,0,0,0,0,1
 Puerto Rico,12,,2016,0,0,0,0,0,0,0,0,0,1
 Rhode Island,11,,2016,0,0,0,0,0,0,0,0,0,1
 Arkansas,12,,2016,0,0,0,0,0,0,0,0,0,1
 South Dakota,11,,2016,0,0,0,0,0,0,0,0,0,1
 North Dakota,11,,2016,0,0,0,0,0,0,0,0,0,1
 Minnesota,12,,2016,0,0,0,0,0,0,0,0,0,1
 South Carolina,12,,2016,0,0,0,0,0,0,0,0,0,1
 Massachusetts,12,,2016,0,0,0,0,0,0,0,0,0,1
 Michigan,11,,2016,0,0,0,0,0,0,0,0,0,1
 Colorado,13,,2016,0,0,0,0,0,0,0,0,0,1
 Connecticut,11,,2016,0,0,0,0,0,0,0,0,0,1
 Delaware,11,,2016,0,0,0,0,0,0,0,0,0,1
 District of Columbia,14,,2016,0,0,0,0,0,0,0,0,0,1
 Florida,11,,2016,0,0,0,0,0,0,0,0,0,1
 Georgia,13,,2016,0,0,0,0,0,0,0,0,0,1
 Hawaii,12,,2016,0,0,0,0,0,0,0,0,0,1
 Idaho,12,,2016,0,0,0,0,0,0,0,0,0,1
 Indiana,12,,2016,0,0,0,0,0,0,0,1,0,0
 Indiana,12,,2016,0,0,0,0,0,0,0,0,0,1
 Iowa,11,,2016,0,0,0,0,0,0,0,0,0,1
 Kansas,12,,2016,0,0,0,0,0,0,0,0,0,1
 Kentucky,12,,2016,0,0,0,0,0,0,0,0,0,1
 Louisiana,12,,2016,0,0,0,0,0,0,0,0,0,1
 Maine,11,,2016,0,0,0,0,0,0,0,0,0,1
 Maryland,12,,2016,0,0,0,0,0,0,0,0,0,1
 Illinois,12,,2016,0,0,0,0,0,0,0,0,0,1
 Maine,45,,2020,0,0,0,0,0,0,0,0,0,0
 Utah,31,,2020,0,0,0,0,0,0,0,0,0,0
 Vermont,43,,2020,0,0,0,0,0,0,0,0,0,0
 Virginia,38,,2020,0,0,0,0,0,0,0,0,0,0
 Washington,38,,2020,0,0,0,0,0,0,0,0,0,0
 West Virginia,42,,2020,0,0,0,0,0,0,0,0,0,0
 Wisconsin,40,,2020,0,0,0,0,0,0,0,0,0,0
 Wyoming,38,,2020,0,0,0,0,0,0,0,0,0,0
 Texas,35,,2020,0,0,0,0,0,0,0,0,0,0
 Tennessee,39,,2020,0,0,0,0,0,0,0,0,0,0
 South Carolina,40,,2020,0,0,0,0,0,0,0,0,0,0
 Mississippi,39,,2020,0,0,0,0,0,0,0,0,0,0
 Missouri,39,,2020,0,0,0,0,0,0,0,0,0,0
 Montana,40,,2020,0,0,0,0,0,0,0,0,0,0
 Nebraska,37,,2020,0,0,0,0,0,0,0,0,0,0
 Nevada,38,,2020,0,0,0,0,0,0,0,0,0,0
 New Hampshire,43,,2020,0,0,0,0,0,0,0,0,0,0
 New Jersey,40,,2020,0,0,0,0,0,0,0,0,0,0
 New Mexico,39,,2020,0,0,0,0,0,0,0,0,0,0
 New York,39,,2020,0,0,0,0,0,0,0,0,0,0
 North Carolina,39,,2020,0,0,0,0,0,0,0,0,0,0
 North Dakota,35,,2020,0,0,0,0,0,0,0,0,0,0
 Ohio,40,,2020,0,0,0,0,0,0,0,0,0,0
 Oklahoma,37,,2020,0,0,0,0,0,0,0,0,0,0
 Oregon,40,,2020,0,0,0,0,0,0,0,0,0,0
 Pennsylvania,41,,2020,0,0,0,0,0,0,0,0,0,0
 Puerto Rico,45,,2020,0,0,0,0,0,0,0,0,0,0
 Rhode Island,40,,2020,0,0,0,0,0,0,0,0,0,0
 South Dakota,37,,2020,0,0,0,0,0,0,0,0,0,0
 Minnesota,38,,2020,0,0,0,0,0,0,0,0,0,0
 Michigan,40,,2020,0,0,0,0,0,0,0,0,0,0
 Maryland,38,,2020,0,0,0,0,0,0,0,0,0,0
 Arizona,39,,2020,0,0,0,0,0,0,0,0,0,0
 Arkansas,39,,2020,0,0,0,0,0,0,0,0,0,0
 California,37,,2020,0,0,0,0,0,0,0,0,0,0
 Colorado,37,,2020,0,0,0,0,0,0,0,0,0,0
 Connecticut,41,,2020,0,0,0,0,0,0,0,0,0,0
 Delaware,41,,2020,0,0,0,0,0,0,0,0,0,0
 District of Columbia,33,,2020,0,0,0,0,0,0,0,0,0,0
 Florida,43,,2020,0,0,0,0,0,0,0,0,0,0
 Georgia,37,,2020,0,0,0,0,0,0,0,0,0,0
 Hawaii,40,,2020,0,0,0,0,0,0,0,0,0,0
 Idaho,36,,2020,0,0,0,0,0,0,0,0,0,0
 Illinois,39,,2020,0,0,0,0,0,0,0,0,0,0
 Indiana,38,,2020,0,0,0,0,0,0,0,0,0,0
 Iowa,38,,2020,0,0,0,0,0,0,0,0,0,0
 Kansas,37,,2020,0,0,0,0,0,0,0,0,0,0
 Kentucky,39,,2020,0,0,0,0,0,0,0,0,0,0
 Louisiana,38,,2020,0,0,0,0,0,0,0,0,0,0
 Alaska,35,,2020,0,0,0,0,0,0,0,0,0,0
 Alabama,39,,2020,0,0,0,0,0,0,0,0,0,0
 Massachusetts,40,,2020,0,0,0,0,0,0,0,0,0,0
 Ohio,10,,2022,0,1,0,0,0,0,0,0,0,0
 North Dakota,9,,2022,0,1,0,0,0,0,0,0,0,0
 New Jersey,9,,2022,0,1,0,0,0,0,0,0,0,0
 New York,10,,2022,0,1,0,0,0,0,0,0,0,0
 New Mexico,11,,2022,0,1,0,0,0,0,0,0,0,0
 Oklahoma,9,,2022,0,1,0,0,0,0,0,0,0,0
 North Carolina,10,,2022,0,1,0,0,0,0,0,0,0,0
 Oregon,11,,2022,0,1,0,0,0,0,0,0,0,0
 Vermont,12,,2022,0,1,0,0,0,0,0,0,0,0
 Puerto Rico,11,,2022,0,1,0,0,0,0,0,0,0,0
 Rhode Island,11,,2022,0,1,0,0,0,0,0,0,0,0
 South Carolina,11,,2022,0,1,0,0,0,0,0,0,0,0
 South Dakota,11,,2022,0,1,0,0,0,0,0,0,0,0
 Tennessee,10,,2022,0,1,0,0,0,0,0,0,0,0
 Texas,8,,2022,0,1,0,0,0,0,0,0,0,0
 Utah,7,,2022,0,1,0,0,0,0,0,0,0,0
 Florida,11,,2022,0,1,0,0,0,0,0,0,0,0
 Pennsylvania,11,,2022,0,1,0,0,0,0,0,0,0,0
 New Hampshire,12,,2022,0,1,0,0,0,0,0,0,0,0
 Maryland,9,,2022,0,1,0,0,0,0,0,0,0,0
 Nebraska,10,,2022,0,1,0,0,0,0,0,0,0,0
 Virginia,9,,2022,0,1,0,0,0,0,0,0,0,0
 Georgia,9,,2022,0,1,0,0,0,0,0,0,0,0
 Hawaii,11,,2022,0,1,0,0,0,0,0,0,0,0
 Idaho,10,,2022,0,1,0,0,0,0,0,0,0,0
 Illinois,10,,2022,0,1,0,0,0,0,0,0,0,0
 Indiana,10,,2022,0,1,0,0,0,0,0,0,0,0
 Iowa,10,,2022,0,1,0,0,0,0,0,0,0,0
 Kansas,10,,2022,0,1,0,0,0,0,0,0,0,0
 Kentucky,10,,2022,0,1,0,0,0,0,0,0,0,0
 Louisiana,10,,2022,0,1,0,0,0,0,0,0,0,0
 Maine,13,,2022,0,1,0,0,0,0,0,0,0,0
 Massachusetts,10,,2022,0,1,0,0,0,0,0,0,0,0
 Michigan,11,,2022,0,1,0,0,0,0,0,0,0,0
 Minnesota,10,,2022,0,1,0,0,0,0,0,0,0,0
 Mississippi,10,,2022,0,1,0,0,0,0,0,0,0,0
 Missouri,10,,2022,0,1,0,0,0,0,0,0,0,0
 Montana,12,,2022,0,1,0,0,0,0,0,0,0,0
 Nevada,10,,2022,0,1,0,0,0,0,0,0,0,0
 Washington,10,,2022,0,1,0,0,0,0,0,0,0,0
 Kansas,5,,2022,0,0,1,0,0,0,0,0,0,0
 Wisconsin,11,,2022,0,1,0,0,0,0,0,0,0,0
 Massachusetts,5,,2022,0,0,1,0,0,0,0,0,0,0
 Michigan,5,,2022,0,0,1,0,0,0,0,0,0,0
 Minnesota,5,,2022,0,0,1,0,0,0,0,0,0,0
 Mississippi,5,,2022,0,0,1,0,0,0,0,0,0,0
 Missouri,5,,2022,0,0,1,0,0,0,0,0,0,0
 Montana,6,,2022,0,0,1,0,0,0,0,0,0,0
 Nebraska,5,,2022,0,0,1,0,0,0,0,0,0,0
 Nevada,5,,2022,0,0,1,0,0,0,0,0,0,0
 New Hampshire,5,,2022,0,0,1,0,0,0,0,0,0,0
 New Jersey,5,,2022,0,0,1,0,0,0,0,0,0,0
 New Mexico,5,,2022,0,0,1,0,0,0,0,0,0,0
 New York,5,,2022,0,0,1,0,0,0,0,0,0,0
 North Carolina,5,,2022,0,0,1,0,0,0,0,0,0,0
 North Dakota,4,,2022,0,0,1,0,0,0,0,0,0,0
 Ohio,5,,2022,0,0,1,0,0,0,0,0,0,0
 Oklahoma,5,,2022,0,0,1,0,0,0,0,0,0,0
 District of Columbia,7,,2022,0,1,0,0,0,0,0,0,0,0
 Maryland,5,,2022,0,0,1,0,0,0,0,0,0,0
 West Virginia,12,,2022,0,1,0,0,0,0,0,0,0,0
 Maine,6,,2022,0,0,1,0,0,0,0,0,0,0
 Kentucky,5,,2022,0,0,1,0,0,0,0,0,0,0
 Wyoming,11,,2022,0,1,0,0,0,0,0,0,0,0
 Alabama,5,,2022,0,0,1,0,0,0,0,0,0,0
 Alaska,3,,2022,0,0,1,0,0,0,0,0,0,0
 Arizona,6,,2022,0,0,1,0,0,0,0,0,0,0
 Arkansas,5,,2022,0,0,1,0,0,0,0,0,0,0
 California,4,,2022,0,0,1,0,0,0,0,0,0,0
 Colorado,4,,2022,0,0,1,0,0,0,0,0,0,0
 Connecticut,5,,2022,0,0,1,0,0,0,0,0,0,0
 Delaware,6,,2022,0,0,1,0,0,0,0,0,0,0
 District of Columbia,4,,2022,0,0,1,0,0,0,0,0,0,0
 Florida,7,,2022,0,0,1,0,0,0,0,0,0,0
 Georgia,4,,2022,0,0,1,0,0,0,0,0,0,0
 Hawaii,6,,2022,0,0,1,0,0,0,0,0,0,0
 Idaho,5,,2022,0,0,1,0,0,0,0,0,0,0
 Illinois,5,,2022,0,0,1,0,0,0,0,0,0,0
 Indiana,5,,2022,0,0,1,0,0,0,0,0,0,0
 Iowa,5,,2022,0,0,1,0,0,0,0,0,0,0
 Louisiana,5,,2022,0,0,1,0,0,0,0,0,0,0
 Delaware,12,,2022,0,1,0,0,0,0,0,0,0,0
 Nebraska,5,,2022,0,0,0,1,0,0,0,0,0,0
 Colorado,9,,2022,0,1,0,0,0,0,0,0,0,0
 West Virginia,6,,2022,0,0,0,1,0,0,0,0,0,0
 Wisconsin,6,,2022,0,0,0,1,0,0,0,0,0,0
 Wyoming,6,,2022,0,0,0,1,0,0,0,0,0,0
 Alabama,6,,2022,0,0,0,0,1,0,0,0,0,0
 Alaska,5,,2022,0,0,0,0,1,0,0,0,0,0
 Arizona,6,,2022,0,0,0,0,1,0,0,0,0,0
 Arkansas,6,,2022,0,0,0,0,1,0,0,0,0,0
 California,5,,2022,0,0,0,0,1,0,0,0,0,0
 Colorado,6,,2022,0,0,0,0,1,0,0,0,0,0
 Connecticut,7,,2022,0,0,0,0,1,0,0,0,0,0
 Delaware,7,,2022,0,0,0,0,1,0,0,0,0,0
 District of Columbia,4,,2022,0,0,0,0,1,0,0,0,0,0
 Florida,6,,2022,0,0,0,0,1,0,0,0,0,0
 Georgia,5,,2022,0,0,0,0,1,0,0,0,0,0
 Hawaii,6,,2022,0,0,0,0,1,0,0,0,0,0
 Idaho,6,,2022,0,0,0,0,1,0,0,0,0,0
 Illinois,6,,2022,0,0,0,0,1,0,0,0,0,0
 Washington,5,,2022,0,0,0,1,0,0,0,0,0,0
 Indiana,6,,2022,0,0,0,0,1,0,0,0,0,0
 Virginia,6,,2022,0,0,0,1,0,0,0,0,0,0
 Utah,4,,2022,0,0,0,1,0,0,0,0,0,0
 Nevada,6,,2022,0,0,0,1,0,0,0,0,0,0
 New Hampshire,7,,2022,0,0,0,1,0,0,0,0,0,0
 New Jersey,6,,2022,0,0,0,1,0,0,0,0,0,0
 New Mexico,5,,2022,0,0,0,1,0,0,0,0,0,0
 New York,6,,2022,0,0,0,1,0,0,0,0,0,0
 North Carolina,6,,2022,0,0,0,1,0,0,0,0,0,0
 North Dakota,5,,2022,0,0,0,1,0,0,0,0,0,0
 Ohio,6,,2022,0,0,0,1,0,0,0,0,0,0
 Oklahoma,5,,2022,0,0,0,1,0,0,0,0,0,0
 Oregon,5,,2022,0,0,0,1,0,0,0,0,0,0
 Pennsylvania,6,,2022,0,0,0,1,0,0,0,0,0,0
 Puerto Rico,6,,2022,0,0,0,1,0,0,0,0,0,0
 Rhode Island,6,,2022,0,0,0,1,0,0,0,0,0,0
 South Carolina,6,,2022,0,0,0,1,0,0,0,0,0,0
 South Dakota,5,,2022,0,0,0,1,0,0,0,0,0,0
 Tennessee,6,,2022,0,0,0,1,0,0,0,0,0,0
 Texas,5,,2022,0,0,0,1,0,0,0,0,0,0
 Vermont,6,,2022,0,0,0,1,0,0,0,0,0,0
 Iowa,6,,2022,0,0,0,0,1,0,0,0,0,0
 Kansas,6,,2022,0,0,0,0,1,0,0,0,0,0
 Kentucky,6,,2022,0,0,0,0,1,0,0,0,0,0
 Rhode Island,7,,2022,0,0,0,0,1,0,0,0,0,0
 South Carolina,6,,2022,0,0,0,0,1,0,0,0,0,0
 South Dakota,7,,2022,0,0,0,0,1,0,0,0,0,0
 Tennessee,6,,2022,0,0,0,0,1,0,0,0,0,0
 Texas,5,,2022,0,0,0,0,1,0,0,0,0,0
 Utah,4,,2022,0,0,0,0,1,0,0,0,0,0
 Vermont,8,,2022,0,0,0,0,1,0,0,0,0,0
 Virginia,6,,2022,0,0,0,0,1,0,0,0,0,0
 Washington,6,,2022,0,0,0,0,1,0,0,0,0,0
 West Virginia,7,,2022,0,0,0,0,1,0,0,0,0,0
 Wisconsin,7,,2022,0,0,0,0,1,0,0,0,0,0
 Wyoming,6,,2022,0,0,0,0,1,0,0,0,0,0
 Alabama,10,,2022,0,1,0,0,0,0,0,0,0,0
 Alaska,9,,2022,0,1,0,0,0,0,0,0,0,0
 Arizona,10,,2022,0,1,0,0,0,0,0,0,0,0
 Arkansas,10,,2022,0,1,0,0,0,0,0,0,0,0
 California,9,,2022,0,1,0,0,0,0,0,0,0,0
 Puerto Rico,6,,2022,0,0,0,0,1,0,0,0,0,0
 Pennsylvania,7,,2022,0,0,0,0,1,0,0,0,0,0
 Oregon,6,,2022,0,0,0,0,1,0,0,0,0,0
 Oklahoma,6,,2022,0,0,0,0,1,0,0,0,0,0
 Louisiana,6,,2022,0,0,0,0,1,0,0,0,0,0
 Maine,8,,2022,0,0,0,0,1,0,0,0,0,0
 Maryland,6,,2022,0,0,0,0,1,0,0,0,0,0
 Massachusetts,6,,2022,0,0,0,0,1,0,0,0,0,0
 Michigan,7,,2022,0,0,0,0,1,0,0,0,0,0
 Minnesota,6,,2022,0,0,0,0,1,0,0,0,0,0
 Mississippi,6,,2022,0,0,0,0,1,0,0,0,0,0
 Missouri,6,,2022,0,0,0,0,1,0,0,0,0,0
 Connecticut,10,,2022,0,1,0,0,0,0,0,0,0,0
 Montana,7,,2022,0,0,0,0,1,0,0,0,0,0
 Nevada,6,,2022,0,0,0,0,1,0,0,0,0,0
 New Hampshire,8,,2022,0,0,0,0,1,0,0,0,0,0
 New Jersey,6,,2022,0,0,0,0,1,0,0,0,0,0
 New Mexico,6,,2022,0,0,0,0,1,0,0,0,0,0
 New York,6,,2022,0,0,0,0,1,0,0,0,0,0
 North Carolina,6,,2022,0,0,0,0,1,0,0,0,0,0
 North Dakota,6,,2022,0,0,0,0,1,0,0,0,0,0
 Ohio,6,,2022,0,0,0,0,1,0,0,0,0,0
 Nebraska,6,,2022,0,0,0,0,1,0,0,0,0,0
 Oregon,5,,2022,0,0,1,0,0,0,0,0,0,0
 Kansas,37,,2022,0,0,0,0,0,0,0,0,0,0
 Puerto Rico,8,,2022,0,0,1,0,0,0,0,0,0,0
 South Dakota,38,,2022,0,0,0,0,0,0,0,0,0,0
 Tennessee,39,,2022,0,0,0,0,0,0,0,0,0,0
 Texas,35,,2022,0,0,0,0,0,0,0,0,0,0
 Utah,32,,2022,0,0,0,0,0,0,0,0,0,0
 Vermont,43,,2022,0,0,0,0,0,0,0,0,0,0
 Virginia,39,,2022,0,0,0,0,0,0,0,0,0,0
 Washington,38,,2022,0,0,0,0,0,0,0,0,0,0
 West Virginia,42,,2022,0,0,0,0,0,0,0,0,0,0
 Wisconsin,40,,2022,0,0,0,0,0,0,0,0,0,0
 Wyoming,39,,2022,0,0,0,0,0,0,0,0,0,0
 South Carolina,40,,2022,0,0,0,0,0,0,0,0,0,0
 Rhode Island,40,,2022,0,0,0,0,0,0,0,0,0,0
 Pennsylvania,41,,2022,0,0,0,0,0,0,0,0,0,0
 Massachusetts,40,,2022,0,0,0,0,0,0,0,0,0,0
 Michigan,40,,2022,0,0,0,0,0,0,0,0,0,0
 Minnesota,39,,2022,0,0,0,0,0,0,0,0,0,0
 Mississippi,38,,2022,0,0,0,0,0,0,0,0,0,0
 Missouri,39,,2022,0,0,0,0,0,0,0,0,0,0
 Montana,40,,2022,0,0,0,0,0,0,0,0,0,0
 Nebraska,37,,2022,0,0,0,0,0,0,0,0,0,0
 Nevada,38,,2022,0,0,0,0,0,0,0,0,0,0
 New Hampshire,43,,2022,0,0,0,0,0,0,0,0,0,0
 New Jersey,40,,2022,0,0,0,0,0,0,0,0,0,0
 New Mexico,39,,2022,0,0,0,0,0,0,0,0,0,0
 New York,40,,2022,0,0,0,0,0,0,0,0,0,0
 North Carolina,39,,2022,0,0,0,0,0,0,0,0,0,0
 North Dakota,36,,2022,0,0,0,0,0,0,0,0,0,0
 Ohio,40,,2022,0,0,0,0,0,0,0,0,0,0
 Oklahoma,37,,2022,0,0,0,0,0,0,0,0,0,0
 Oregon,40,,2022,0,0,0,0,0,0,0,0,0,0
 Puerto Rico,44,,2022,0,0,0,0,0,0,0,0,0,0
 Montana,5,,2022,0,0,0,1,0,0,0,0,0,0
 Maryland,39,,2022,0,0,0,0,0,0,0,0,0,0
 Pennsylvania,5,,2022,0,0,1,0,0,0,0,0,0,0
 Maine,45,,2022,0,0,0,0,0,0,0,0,0,0
 Kentucky,39,,2022,0,0,0,0,0,0,0,0,0,0
 Florida,2,,2022,0,0,0,0,0,0,0,0,0,0
 Georgia,1,,2022,0,0,0,0,0,0,0,0,0,0
 Hawaii,2,,2022,0,0,0,0,0,0,0,0,0,0
 Idaho,1,,2022,0,0,0,0,0,0,0,0,0,0
 Illinois,1,,2022,0,0,0,0,0,0,0,0,0,0
 Indiana,1,,2022,0,0,0,0,0,0,0,0,0,0
 Iowa,2,,2022,0,0,0,0,0,0,0,0,0,0
 Kansas,2,,2022,0,0,0,0,0,0,0,0,0,0
